id,id_guia,id_agencia
1000,1848,1000
1001,1948,1001
1002,1713,1002
1003,2388,1003
1004,1990,1004
1005,1168,1005
1006,2496,1006
1007,2374,1007
1008,397,1008
1009,912,1009
1010,1852,1010
1011,2233,1011
1012,2349,1012
1013,651,1013
1014,10002,1014
1015,390,1015
1016,2175,1016
1017,663,1017
1018,2351,1018
1019,2394,1019
1020,2241,1020
1021,386,1021
1022,2372,1022
1023,406,1023
1024,1178,1024
1025,653,1025
1026,2554,1026
1027,2177,1027
1028,1167,1028
1029,1176,1029
1030,400,1030
1031,929,1031
1032,1163,1032
1033,905,1033
1034,2384,1034
1035,2236,1035
1036,1853,1036
1037,10003,1037
1038,10004,1038
1039,2378,1039
1040,1199,1040
1041,2347,1041
1042,657,1042
1043,1192,1043
1044,2216,1044
1045,396,1045
1046,2237,1046
1047,1169,1047
1048,1166,1048
1049,2391,1049
1050,1190,1050
1051,2392,1051
1052,2348,1052
1053,1854,1053
1054,925,1054
1055,911,1055
1056,2234,1056
1057,918,1057
1058,1170,1058
1059,924,1059
1060,1175,1060
1061,2594,1061
1062,2371,1062
1063,1172,1063
1064,909,1064
1065,655,1065
1066,921,1066
1067,2350,1067
1068,916,1068
1069,1963,1069
1070,2360,1070
1071,1569,1071
1072,913,1072
1073,402,1073
1074,906,1074
1075,2232,1075
1076,2497,1076
1077,1850,1077
1078,2379,1078
1079,10005,1079
1080,2422,1080
1081,2511,1081
1082,847,1082
1083,2242,1083
1084,962,1084
1085,693,1
1086,2187,2
1087,2352,3
1088,750,4
1089,985,5
1090,433,6
1091,2074,7
1092,1766,8
1093,642,9
1094,1796,10
1095,1982,11
1096,2593,12
1097,1171,13
1098,1793,14
1099,669,15
1100,2305,16
1101,1861,17
1102,578,18
1103,10006,19
1104,226,20
1105,2119,21
1106,306,22
1107,608,23
1108,208,24
1109,97,25
1110,235,26
1111,418,27
1112,431,28
1113,1789,29
1114,711,30
1115,2690,31
1116,1830,32
1117,1955,33
1118,472,34
1119,957,35
1120,760,36
1121,1907,37
1122,2229,38
1123,2469,39
1124,2143,40
1125,2370,41
1126,2369,42
1127,1091,43
1128,573,44
1129,2182,45
1130,1466,46
1131,627,47
1132,2463,48
1133,22,49
1134,980,50
1135,2065,51
1136,421,52
1137,322,53
1138,255,54
1139,1253,55
1140,66,56
1141,354,57
1142,337,58
1143,1761,59
1144,2466,60
1145,2064,61
1146,2222,62
1147,51,63
1148,339,64
1149,464,65
1150,72,66
1151,207,67
1152,612,68
1153,594,69
1154,2198,70
1155,1217,71
1156,899,72
1157,551,73
1158,1308,74
1159,671,75
1160,2500,76
1161,2519,77
1162,23,78
1163,2425,79
1164,857,80
1165,2150,81
1166,2215,82
1167,2067,83
1168,2034,84
1169,615,85
1170,798,86
1171,532,87
1172,945,88
1173,169,89
1174,86,90
1175,1,91
1176,549,92
1177,2238,93
1178,1634,94
1179,1002,95
1180,1157,96
1181,567,97
1182,1670,98
1183,2278,99
1184,124,100
1185,2148,101
1186,276,102
1187,264,103
1188,2041,104
1189,1858,105
1190,253,106
1191,1247,107
1192,2324,108
1193,2525,109
1194,1619,110
1195,2608,111
1196,363,112
1197,30,113
1198,2561,114
1199,10007,115
1200,892,116
